Rank,Word,Part of Speech,English Translation,Phrase,English Phrase
3718,esforzar,v,"to make an effort, exert oneself",se esforzaba pero no podía avanzar más allá,"he made an effort, but could not advance any farther"
3719,trono,nm,throne,el trono de España pasó a la Casa de Borbón,the throne of Spain was passed to the House of Bourbon
3720,cerdo,nm,"pig, sow, slob",come como un cerdo,he eats like a pig
3721,frustrar,v,"to frustrate, prevent",La muerte de Heriberto no pareció frustrar el amor de mi tía.,The death of Herbert didn’t seem to discourage my aunt’s love.
3722,espantar,v,"to scare, frighten",los cascabeles se utilizaban para espantar a los malos espíritus,the bells were used to scare off evil spirits
3723,seguimiento,nm,follow-up,"hay que hacer un seguimiento del club, con sus proezas y sus fallos","we must do a follow-up of the club, with its achievements and failures"
3724,ritual,nm,"ritual, rite","libres del dogma religioso, ritual, y rezos","free from religious dogma, rituals, and prayers"
3725,bondad,nf,"goodness, kindness","Describió el cariño de su alma apasionada, llena de bondad y dulzura.","He described her warm and passionate soul, full of goodness and sweetness."
3726,espantoso,adj,"frightening, dreadful",tengo espantoso miedo de ser como ella,I have a dreadful fear of being like her
3727,autorización,nf,authorization,hicieron una reproducción sin la autorización de la mujer,they did a reproduction without the woman’s authorization
3728,vano,adj,"vain, useless",toda mi vida habrá sido vana y sin sentido,my whole life will have been in vain and without meaning
3729,conde,nm,count,"fueron encomendadas por la princesa a su hermano, el conde","they were handed over by the princess to her brother, the count"
3730,decena,nf,ten (of something),con una decena de muertos y centenares de heridos,with ten dead people and hundreds of injured
3731,profundizar,v,"to deepen, analyze in depth",necesito pensar más y profundizar los temas,I need to think more and analyze the topics in depth
3732,radicar,v,"to lie, be situated",ahí radica el mal de la sociedad,therein lies the evil of society
3733,cerebral,adj,cerebral,el hemisferio cerebral izquierdo regula el lenguaje,the left cerebral hemisphere regulates language
3734,jurado,nm/f,"jury, juror",un jurado determinó la vida o muerte de él,the jury decided on his life or death
3735,emocionar,v,"to move, make/get excited",me emociona hasta las lágrimas,it moves me to tears
3736,domicilio,nm,"residence, address",fue arrestado en su domicilio de la calle Suárez 75,he was arrested in his residence at 75 Suárez Street
3737,trepar,v,to climb,es necesario trepar tres o cuatro metros de esta empinada escalera,it is necessary to climb three or four meters of this steep staircase
3738,replicar,v,to reply,«¡No tenemos estatutos!» le replicó don José,“We don’t have statutes!” replied Don José
3739,represión,nf,repression,no toleramos la represión de la individualidad,we do not tolerate the repression of individuality
3740,lápiz,nm,pencil,cogió lápiz y papel y tomó apuntes,he took a pencil and paper and took notes
3741,celeste,adj,"heavenly, sky blue","¿Ves las constelaciones celestes, las formas de las estrellas?","Do you see the heavenly constellations, the shapes of the stars?"
3742,bulto,nm,"bulk, shape",vi un bulto en la oscuridad,I saw a package in the darkness
3743,parto,nm,birth,tenían que provocar el parto,they had to induce labor
3744,rozar,v,to touch (lightly),el gato me rozó la pierna,the cat brushed up against my leg
3745,frustración,nf,frustration,me queda la frustración de nunca haber sido Campeón del Mundo,I have the frustration of never having been Champion of the World
3746,aspirante,nc,"candidate, applicant",Los aspirantes están en plena euforia de ganar votos.,The candidates are feeling absolute euphoria for winning votes.
3747,coraje,nm,"courage, toughness",ataquemos con coraje el campo enemigo,let’s attack the enemy camp with courage
3748,problemática,nf,"problems, difficulties",sigue investigando esta problemática dentro del grupo de investigación,he continues to research this dilemma within the research group
3749,magnético,adj,magnetic,el campo magnético de Saturno es más intenso en el polo norte,the magnetic field of Saturn is more intense in the North Pole
3750,precipitar,v,"to plunge, hurl, rush",se precipitó al océano Pacífico unas horas después de su lanzamiento,it crashed into the Pacific Ocean a few hours after it launched
3751,perjudicar,v,to endanger,el tabaco perjudica salud,smoking endangers your health
3752,juzgado,nm/f,"court, tribunal, judge",Un juzgado lo condena por enlazar ilícitamente a contenidos protegidos.,The court condemned him for illegally linking to copyrighted material.
3753,ahorro,nm,"saving, thrift",les resultaría acumular esos ahorros y comprarse una vivienda,increasing their savings and buying themselves a home would work well for them
3754,concretar,v,"to materialize, fulfill",en ningún momento han sabido concretar sus peligrosos ideas,at no time have they been able to fulfill their dangerous dreams
3755,pasto,nm,"grass, pasture",ella caminaba descalza sobre el pasto,she walked barefoot through the pasture
3756,jugo,nm,juice,"nunca he desayunado; bueno, jugo de naranja eso sí tomaba","I never had breakfast; well, I did have some orange juice"
3757,bravo,adj,"fierce, angry",el león no es tan bravo como lo pintan,the lion is not as ferocious as it is portrayed
3758,guatemalteco,adj,Guatemalan,me crispa el falso nacionalismo guatemalteco,the fake Guatamalan nationalism gets on my nerves
3759,gabinete,nm,"cabinet, den, office",entraron a un gabinete lleno de libros,they entered an office filled with books
3760,balance,nm,"outcome, balance","en la semifinal, el balance puede terminar siendo positivo","in the semifinals, the outcome may end up being positive"
3761,idéntico,adj,identical,"los impactos eran siete, de idéntico tamaño los agujeros","there were seven impacts, with holes of the same size"
3762,mojar,v,"to make wet, dampen",pasó un coche y se me mojaron los zapatos,a car drove by and got my shoes wet
3763,burla,nf,"mockery, joke, trick",la hacemos objeto de una burla injuriosa,we make her the target of an insulting joke
3764,finanzas,nf,"treasury, finances",el Ministerio de Economía y Finanzas Públicas notifica a las entidades,the Ministry of Economy and Public Finance notifies the corporations
3765,globo,nm,"balloon, globe",falta más fuego para que el globo se infle mejor,we need more fire to inflate the balloon better
3766,inducir,v,to lead to,esto induce la síntesis de todos los componentes del virus,this leads to the synthesis of all the components of the virus
3767,fusión,nf,"fusion, union",las reacciones nucleares de fusión igualan las de una estrella,nuclear reactions of fusion are equal to those of a star
3768,convivencia,nf,"coexistence, living together",el hogar es un elemento de convivencia de hombre y mujer,the home comes from a man and a woman living together
3769,elaborado,adj,"thorough, elaborate",Los científicos han elaborado un árbol genealógico evolutivo.,Scientists have produced an evolutionary family tree.
3770,ardiente,adj,"passionate, ardent",crearon algo amoroso y ardiente,they created something loving and passionate
3771,intérprete,nc,"performer, interpreter",ella es soprano e intérprete de guitarra,she is a soprano and a guitar performer
3772,exquisito,adj,"exquisite, superb",este perfume era exquisito y su frasco también inolvidable,this perfume was exquisite and the bottle was also unforgettable
3773,cobertura,nf,coverage,un sistema de salud de alta calidad que dé cobertura a todos,a high-quality health system that might provide coverage to all
3774,chiquillo,nm,"kid, youngster",más contento que un chiquillo con juguete nuevo,happier than a little kid with a new toy
3775,cubierto,adj,covered,todos los platos están cubiertos para que la comida se quede caliente,all the plates are covered so that the food stays warm
3776,republicano,adj,republican,no saben del sistema democrático ni del republicano,they don’t know about the Democratic or the Republican system
3777,adquisición,nf,acquisition,la primera adquisición fue un televisor más grande,the first acquisition was a much bigger television
3778,sentimental,adj,sentimental,soy una tonta sentimental en respecto al amor,I am a sentimental fool when it comes to love
3779,heredero,nm,"heir, heiress",es el único y universal legítimo heredero de su hermana fallecida,she is the only legitimate and universally accepted heir of her deceased sister
3780,párrafo,nm,paragraph,leí el párrafo que el rabino me indicó,I read the paragraph that the rabbi showed me
3781,delegado,nm/f,"delegate, representative",tendrán voz y voto en la Asamblea de delegados,they will have a voice and a vote in the assembly of delegates
3782,rebelión,nf,rebellion,la rebelión de Espartaco contra la esclavitud de los romanos,the rebellion of Spartacus against the Roman slaves
3783,propiciar,v,"to favor, foster, aid","estaríamos propiciando el divorcio, aunque creyéramos criticarlo","we would be favoring divorce, although we believed in criticizing it"
3784,capitalismo,nm,capitalism,se busca reformar el capitalismo para corregirlo sin cambiar de sistema,they are trying to reform capitalism to correct this fault without changing the system
3785,docena,nf,dozen,Necesitamos una docena de huevos para el desayuno.,We need a dozen eggs for breakfast.
3786,alquilar,v,"to rent, hire",buscan algún departamento o chalet para alquilar,they are looking for some apartment or cottage to rent
3787,continuamente,adv,continuously,nos permite estar continuamente en contacto,it lets us be constantly in contact
3788,climático,adj,climatic,para reducir las consecuencias negativas del cambio climático,in order to reduce the negative consequences of climate change
3789,convivir,v,to coexist,por su alergia no podía convivir con animales con pelos,because of his allergy he couldn’t live with animals that had hair
3790,reconstruir,v,to reconstruct,trataba de reconstruir lo qué había pasado con él,he tried to reconstruct what had happened to him
3791,evocar,v,"to evoke, recall",su rostro evoca alguna imagen,her face evokes some image
3792,excluir,v,"to exclude, reject",vamos a excluir de la lista a los que no han pagado,we are going to exclude those people that haven’t paid from the list
3793,golfo,nm,"gulf, bay",el puerto marítimo de Guayaquil se mantendrá en el golfo,the naval port of Guayaquil will remain in the gulf
3794,documentación,nf,documentation,tenemos documentación de gran interés para los historiadores,we have documentation of great interest to historians
3795,convención,nf,"convention, assembly",los delegados de la convención nacional,the delegates of the national convention
3796,parir,v,to give birth,espera parir un hijo en marzo,she is expecting to give birth in March
3797,abundar,v,to be plentiful,estas montañas abundan en caza mayor,these mountains are plentiful in big game
3798,platicar,v,"to talk, chat",cuando entro en confianza me gusta platicar y escuchar a las personas,when I get close to someone I like to talk and listen to them
3799,agrupación,nf,"group, association",es una forma de organización o agrupación de empresas,it’s a kind of organization or association of businesses
3800,densidad,nf,"density, thickness",Usted casi puede tocar la densidad del aire con la tension.,You can almost feel the tension in the air.
3801,compensar,v,"to compensate, make up for",nada podrá compensar mi culpa,nothing can make up for my guilt
3802,batir,v,to beat (object),se puso a batir los huevos,he began to beat the eggs
3803,simbólico,adj,symbolic,¿Debía interpretarse en un sentido simbólico o literal?,Should it be interpreted in a symbolic or literal sense?
3804,hallazgo,nm,"finding, discovery",hizo el extraño hallazgo de una pala escondida,he made the surprising discovery of a hidden shovel
3805,brisa,nf,"breeze, air",Abrimos la puerta para que entre la brisa que nos refresca del calor.,We open the doors so the breeze can enter and cool us down.
3806,apresurar,v,"to hurry up, speed up",Natalia apresuró su marcha sin distracciones,Natalia sped up her walk without distractions
3807,suizo,adj,Swiss,el paisaje suizo de los Alpes,the landscape of the Swiss Alps
3808,residuo,nm,"residue, waste",tenemos un objetivo de la eliminación de residuos tóxicos,we have a goal to eliminate toxic waste
3809,plomo,nm,"lead, bullet",el impacto de un proyectil de plomo podía destruir la armadura,the impact of a lead bullet could destroy the armor
3810,ordinario,adj,"vulgar, ordinary","Pero qué ordinario, ¿cómo es que le dice eso a una mujer?","But how vulgar, how can you say this to a woman?"
3811,lamentable,adj,regrettable,tomó una decisión lamentable,he made a regrettable decision
3812,renovación,nf,"renewal, renovation","la casa necesita mucha renovación, pero los cimientos son sólidos","the house needs a lot of renovation, but the foundation is solid"
3813,tigre,nm,tiger,"él cazaba tigres, leones y otros animales salvajes","he hunted tigers, lions, and other wild animals"
3814,lío,nm,"mess, problem, bad situation","¡Ay!, otra cosa, el carné de conducir es un lío . . .","Oh, another thing, the driver’s license is a problem . . ."
3815,inocencia,nf,innocence,en su inocencia no podían evaluar la gravedad de la situación,in her innocence they couldn’t evaluate the severity of the situation
3816,lobo,nm,wolf,"era un hereje, un anarquista, un lobo con piel de oveja","he was a heretic, an anarchist, a wolf in sheep’s clothing"
3817,recostar,v,to lean,sequé su cuerpo para luego volverlo a recostar en la cama,I dried off his body and then laid him back on the bed
3818,previamente,adv,previously,aunque no esté incluida en reglas previamente establecidas,although it is not included in the previously established rules
3819,niebla,nf,fog,con la oscuridad y con la niebla no podíamos verlos,"with the darkness and the fog, we could not see them"
3820,sucesión,nf,"succession, series",la historia de Italia es una sucesión de reyes sin importancia,Italy’s history is a series of unimportant kings
3821,activar,v,"to activate, stimulate",podremos activar o desactivar el acceso remoto al router,we can activate or deactivate remote access to the router
3822,velar,v,to watch over,"como padre, yo velaba por sus vidas","as a father, I watched over their lives"
3823,superficial,adj,superficial,no tenía más que un conocimiento superficial del idioma,he didn’t have more than a superficial understanding of the langauge
3824,susto,nm,"fright, scare",saltó de la puerta y me dió un susto,he jumped through the door and gave me a scare
3825,aborto,nm,abortion,¡No al aborto! Apoyo a las mujeres embarazadas.,No to abortion! I support pregnant women.
3826,tambor,nm,drum,para la percusión se utilizaban tambores pequeños y las campanillas,"for percussion, they used small drums and bells"
3827,abrigo,nm,"overcoat, shelter",hacía bastante frío y ella olvidó ponerse el abrigo,it was quite cold and she forgot to put on her coat
3828,cigarro,nm,"cigarette, cigar","tener que aguantarse en el bar, el humo del cigarro","to put up with it in the bar, the cigarette smoke"
3829,debatir,v,"to debate, discuss",argumenté con ganas de debatir la tesis,I argued with a desire to oppose the thesis
3830,ajuste,nm,"adjustment, settlement",se requiere un drástico programa de ajuste fiscal,a drastic fiscal adjustment program is required
3831,acertar,v,to get right,¿Cree usted que Roberto acertó o se equivocó?,Do you believe that Robert got it right or was he wrong?
3832,patada,nf,"kick, punt",ella le da una patada en el trasero,she gives him a kick in the rear end
3833,racional,adj,rational,"no es racional, es una obsesión","it is not rational, it is an obsession"
3834,imperial,adj,"imperial, imperialist",el arte de la Roma imperial es una imitación del arte griego,the art of imperial Rome is an imitation of Greek art
3835,mono,nm,monkey,es ilegal tener un mono como mascota en esta ciudad,it is illegal to have a monkey as a pet in this city
3836,planificar,v,to plan,hay que planificar para un futuro y manejar correctamente sus finanzas,you must plan for your future and correctly manage your finances
3837,alentar,v,to encourage,Recuerde también alentar a sus hijos a que sigan estudiando.,Also remember to encourage your children to keep studying.
3838,aferrar,v,"to grasp, clutch",quiso aferrar el puñal con ambas manos para arrancarlo,he tried to grasp the dagger with both hands in order to pull it out
3839,casado,adj,married,soy una mujer casada y madre de familia,I am a married woman with a family
3840,mención,nf,mention,merecen mención especial por sus logros,they deserve special mention for their achievements
3841,aguja,nf,"needle, spire, stylus","me había clavado una aguja, así que pensé que era sangre","I had stuck myself with a needle, so I thought that it was blood"
3842,eternidad,nf,eternity,me pareció que pasó una eternidad hasta que abrió la puerta,it seemed like an eternity until he opened the door
3843,mentalidad,nf,"mindset, mind",tiene una mentalidad muy cerrada,she has a very closed mind
3844,diccionario,nm,dictionary,en el diccionario encontré una extraña palabra,I found a strange word in the dictionary
3845,dinámica,nf,dynamics,la creación y dinámica de la estructura del Universo,the creation and the dynamics of the structure of the universe
3846,perla,nf,pearl,"la emperatriz luce perlas, rubíes y esmeraldas","the empress wears pearls, rubies, and emeralds"
3847,geografía,nf,geography,Deben aprender la geografía y las costumbres de los países donde viven.,They should learn the geography and customs of the countries where they live.
3848,emerger,v,"to emerge, surface","desde el fondo del pasillo, empezó a emerger de pronto","from the end of the hallway, it began to emerge quickly"
3849,configurar,v,"to make up, comprise",muchos rasgos configuran esta patología política,many characteristics make up this political pathology
3850,cordillera,nf,mountain range,en las cumbres de la cordillera todavía quedaba nieve,there was still snow in the tops of the mountains
3851,arrugar,v,"to wrinkle, crumple",las fibras elásticas de la dermis se fragmentan y la piel se arruga,the elastic fibers of the dermis fragment and the skin becomes wrinkled
3852,hervir,v,to boil,el agua hierve sin fuego,the water boils without fire
3853,bendecir,v,"to bless, thank",Dios no examina tu pasado para bendecir tu future.,God doesn’t examine your past in order to bless your future
3854,acera,nf,sidewalk,esperaba en la acera a que pasara el tráfico,I waited on the sidewalk for the traffic to pass by
3855,televisor,nm,television set,"Es un televisor que funciona, pero nadie lo usa.","It is a functioning television, but nobody uses it."
3856,ruptura,nf,"breakup, rupture",Mucha gente celebró la ruptura de la Unión Soviética en 1991.,Many people celebrated the breakup of the Soviet Union in 1991.
3857,imaginario,adj,imaginary,Cuando eras niño ¿tenías amigos imaginarios?,"When you were a child, did you have imaginary friends?"
3858,eficiencia,nf,efficiency,para aumentar la eficiencia y reducir los gastos de mantenimiento,to increase the efficiency and to reduce maintenance expenses
3859,discriminación,nf,discrimination,"¿A esto como se le llama racismo, discriminación?","And this is called racism, discrimination?"
3860,transferencia,nf,"transfer, transference",hay transferencia de calor (energia) entre el aire frio y el aire caliente,there is transference of heat (energy) between cold air and hot air
3861,voltear,v,"to turn over, turn around","al voltear la página, me topé con las fotos","by turning the page, I ran into the photographs"
3862,vigencia,nf,validity,El año pasado entró en vigencia la Ley para el Control del Tabaco.,"Last year, the law for tobacco control took effect."
3863,teniente,nm,"lieutenant, deputy mayor",está de uniforme el teniente Ramírez,lieutenant Ramírez is in uniform
3864,inconsciente,adj,"unconscious, thoughtless",fue un gesto inconsciente,it was an unconscious gesture
3865,presunto,adj,"alleged, presumed",se creyó inocente por el presunto crimen,she was considered innocent for the alleged crime
3866,contactar,v,"to reach, contact","si hay alguna duda en general, no dude en contactarme","if you have any questions, don’t hesitate to contact me"
3867,pasta,nf,"pasta, dough",no puedo comer toda la pasta pegajosa de mi plato,I cannot eat all the sticky pasta on my plate
3868,tercio,nm,third,el Océano Pacífico abarca más de un tercio de la superficie de la Tierra,the Pacific Ocean covers more than one-third of the Earth’s surface
3869,reinar,v,"to reign, prevail",reinaba la monarquía por 500 años,the monarchy reigned for 500 years
3870,desempeño,nm,"performance, achievement",no puede alcanzar los niveles más elevados de desempeño,he is unable to reach the highest levels of performance
3871,portero,nm/f,"porter, doorkeeper, goalie",el portero lo acompañó hasta el ascensor,the doorman accompanied him to the elevator
3872,improvisar,v,to improvise,se pusieron a improvisar frente al micrófono,they began to improvise in front of the microphone
3873,nacionalidad,nf,nationality,nacida de doble nacionalidad: francesa y estadounidense,born of double nationality: French and American
3874,gracioso,adj,"funny, charming, amusing",era gracioso porque todos nosotros compartíamos esa memoria,it was funny because we all shared that memory
3875,resplandor,nm,"brightness, radiance",Pero en medio de la oscuridad distingue un resplandor.,But in the middle of the darkness he detected a flash of light.
3876,paja,nf,"straw, thatching",ocupaba una casita de paja y adobe,he lived in a small brick and straw house
3877,vigor,nm,"force, strength, vigor",todo ello coincidirá con la entrada en vigor de esta ley,it will all come together when the law goes into effect
3878,pecar,v,to sin,es un hombre que no pecaba por exceso,he is a man that didn’t sin in excess
3879,decoración,nf,decoration,con sus flores y su decoración para la fiesta,with her flowers and her decorations for the party
3880,verbal,adj,"verbal, oral",Estudiaba para comunicarse en forma verbal o escrita en español.,He studied to communicate in verbal and written form in Spanish.
3881,repertorio,nm,"repertoire, list, index","la abuela, dueña de un rico repertorio de leyendas y de mitos","the grandmother, owner of a rich repertoire of legends and myths"
3882,disfrazar,v,"to disguise, hide, conceal",era imposible disfrazar su embarazo,it was impossible to conceal her pregnancy
3883,automáticamente,adv,automatically,se permitía controlar automáticamente la velocidad,it allowed you to control the speed automatically
3884,restauración,nf,"restoration, renovation",hacer una rehabilitación y restauración de los ecosistemas degradados,to work for a rehabilitation and restoration of the weakened ecosystems
3885,vertical,adj,"vertical, upright",Es una tubería vertical llena de agua de 5 m de altura.,It is a vertical tube full of water 5 m deep.
3886,polo,nm,"pole, polo, polo shirt",hay puro hielo en el polo antártico,there is pure ice at the South Pole
3887,sucesor,nm/f,successor,para elegir al sucesor de Benedicto XVI se realizará una votación,to choose a successor to Benedict XVI they will carry out a vote
3888,semestre,nm,semester,Dijo que el primer semestre fue un tiempo difícil.,He said that the first semester was a difficult time.
3889,rancho,nm,"ranch, farm",el cuarto que servía de dormitorio en el rancho,the room that served as a bedroom at the farm
3890,inseguridad,nf,insecurity,su comportamiento reflejaba la inseguridad y desconfianza,their behavior reflected the insecurity and distrust
3891,independientemente,adv,independently,cada uno había aprendido a vivir independientemente,each one had learned to live independently
3892,alivio,nm,"relief, unburdening",era un alivio verlo y encontrarlo ahí tan sereno,it was a relief to see him and find him there so calm
3893,colmo,nm,climax; para c.: to top it all,eres el colmo de la belleza,you are the height of beauty
3894,cemento,nm,"cement, concrete",otros tipos de cemento se endurecen al reaccionar con el oxígeno,other types of cement harden by interacting with oxygen
3895,entendimiento,nm,understanding,Hegel afirmó haber encontrado un entendimiento racional de la humanidad,Hegel claimed to have found a rational understanding of humanity
3896,disculpar,v,to excuse,no puedo disculpar esta falta de educación,I cannot excuse these bad manners
3897,coordinar,v,to coordinate,los juguetes al niño a coordinar sus movimientos para gatear,the toys help a child coordinate his movements to be able to crawl
3898,disminución,nf,"reduction, decrease",una disminución de la velocidad y en la detención total del vehículo,a decrese in speed and a complete stop of the vehicle
3899,sonriente,adj,smiling,"una carita sonriente, como el rostro de un angelito","a smiling face, like that of an angel"
3900,fraude,nm,fraud,¡Los yanquis nunca pisaron suelo lunar fue un fraude!,"The Yankees never stepped foot on the moon, it was a fraud!"
3901,realismo,nm,realism,fíjate que no es escepticismo sino realismo,"notice that it is not skepticism, but rather realism"
3902,bloquear,v,"to block, obstruct",un hacker pudiera bloquear y paralizar una nación por un tiempo,a hacker attack could block and paralyze a nation for a time
3903,libremente,adv,freely,podemos elegir libremente a nuestros representantes,we are able to freely elect our representatives
3904,campamento,nm,"camp, camping",nos fuimos al parque nacional de campamento,we went to the national park campground
3905,sordo,adj,"deaf, dull",Habla la lenguaje gestual porque es sordo de nacimiento.,He speaks sign language because he was born deaf.
3906,diversión,nf,"fun, entertainment",leo por diversión,I read for fun
3907,liderar,v,"to lead, head",ella lidera ésta batalla y sabe como inspirarnos,she is leading this battle and she knows how to inspire us
3908,navegación,nf,"navigation, shipping",desarrollaron una forma de navegación muy rápida,they developed a very fast method of navigation
3909,oscilar,v,oscillate,oscilaba según los ciclos económicos,it fluctuated according to economic cycles
3910,arreglo,nm,arrangement,tienen un arreglo entre ellos; documentos firmados tienen,they have an arrangement between them; they have signed documents
3911,intermedio,adj,"interim, intermediate",necesitamos empezar un entrenamiento de intermedio de alta intensidad,we need to start a high intensity interval training immediately
3912,despreciar,v,"to despise, scorn",despreciaba a su hermana menor porque nunca asistía la universidad,she scorned her younger sister because she never attended college
3913,enloquecer,v,"to madden, derange",el pintor llegó enloquecerse por el ardor con que tomaba su trabajo,the painter had gone crazy from his passion for his work
3914,prosa,nf,prose,es una colección de textos en prosa y en verso,it is a collection of texts in prose and in verse
3915,pauta,nf,"guideline, rule, standard","no es una pauta rígida, como en Administración de Personal",it is not a rigid guideline like in Personnel Administration
3916,ensayar,v,to test,ya he pensado otro sistema nuevo que voy a ensayar mañana,I have already thought of a new system that I am going to test tomorrow
3917,aburrido,adj,"boring, bored",nunca he asistido ninguna clase tan aburrido,I have never attended such a boring class
3918,monja,nf,nun,la monja reza devotamente sus oraciones y besa el crucifijo,the nun devoutly prays the rosary and kisses the crucifix
3919,arrebatar,v,"to snatch, grab",ella se enojó y le arrebató la flor,she got angry and grabbed the flower from him
3920,meditar,v,"to meditate, ponder",se retira a meditar a solas,he is leaving to go and meditate alone
3921,centenar,nm,hundred,centenares de ojos miraban y otras tantas voces gritaban,hundreds of eyes watched and many other voices shouted
3922,frágil,adj,"fragile, weak",la fuerza de la tormenta no respetó el frágil refugio del poncho,the strength of the storm did not spare the fragile comfort of the jacket
3923,buque,nm,"ship, vessel, hull",detecta submarinos y buques enemigos,it detects submarines and enemy ships
3924,impartir,v,"to impart, administer",el sacerdote impartió la bendición,the priest administered the blessing
3925,gestionar,v,"to manage, handle",Este sencillo software permite gestionar el negocio en tiempo real.,This simple software allows us to process a transaction in real time.
3926,protagonizar,v,to have the leading role in,Paulina protagonizó la película Bésame en la boca,Paulina starred in the film <i>Kiss Me on the Mouth</i>
3927,cazar,v,to hunt,¿Cazar ñúes en el África fue parte de la aventura?,Hunting wildebeest in Africa was part of the adventure?
3928,ballet,nm,ballet,"lo necesitan en la música, en el ballet, en el cine y en la literatura","they need it in music, in dance, in film, and in literature"
3929,derramar,v,"to shed, pour out",no iba a derramar su sangre por la patria,he was not going to shed his blood for the motherland
3930,ubicación,nf,"position, location",conocía las diferencias de ubicación de los lugares,she knew the differences between the location of the places
3931,erguir,v,"to straighten, raise","debes levantar la cabeza, erguir el pecho y enderecer la columna","you should lift up your head, stick out your chest, and straighten your spine"
3932,renacimiento,nm,"rebirth, Renaissance",El Renacimiento es una época de transformaciones en todo.,The Renaissance is a period of transformation in everything.
3933,condena,nf,"sentence (in prison), penalty",no está satisfecho simplemente con la condena del homicidio,he is not satisfied simply with the prison sentence for murder
3934,farmacia,nf,"pharmacy, drugstore",compran en la farmacia los medicamentos recetados,they buy the prescribed medicine at the pharmacy
3935,tarifa,nf,"rate, tariff","cobra por su contenido, tarifas desde los 7 usd por mes o más","they charge for contents, fees of $7 per month or more"
3936,distinción,nf,distinction,"vestía con elegancia y distinción, siempre lo de última moda","she was dressed with elegance and distinction, always in the latest fashion"
3937,intercambiar,v,to exchange,no me molestaría intercambiar papeles,it would not bother me to exchange roles
3938,actualización,nf,"update, modernization",una nueva actualización disponible para la aplicación de Twitter,a new update available for the Twitter app
3939,magistrado,nm/f,"judge, magistrate",El período de los Magistrados de la Corte Suprema será de cuatro años.,The term for Supreme Court judges will be four years.
3940,competitivo,adj,competitive,"viene un entrenador ganador, competitivo","a champion, competitive trainer is coming"
3941,repentino,adj,sudden,su repentina cólera provocó la hostilidad de los soldados,his sudden rage provoked the hostility of the soldiers
3942,matemático,adj,mathematical,necesitamos un coprocesador matemático para ciertas operaciones,we need a mathematical coprocessor for certain operations
3943,silueta,nf,"silhouette, outline",era oscura pero se podía divisar la silueta dibujada en el cielo,it was dark but you could still identify the silhouette in the sky
3944,suscribir,v,"to endorse, subscribe",Los empleados deberán suscribir un contrato con la secretaría.,The employees should sign a contract with the secretary.
3945,vacuna,nf,"vaccine, vaccination","el completo esquema de vacunas, especialmente la del sarampión","the complete schedule of vaccinations, especially for the measles"
3946,frecuentar,v,"to frequent, visit",comienza a frecuentar la bohemia parisina,he begins frequenting Parisian bohemia
3947,finca,nf,"property, estate","reservó para sí, como finca privada, los terrenos al sur","he reserved for himself, as a private estate, the land in the south"
3948,inicialmente,adv,initially,sería inicialmente un proyecto piloto en cuatro o cinco países,it would initially be a pilot program in four or five countries
3949,espontáneo,adj,spontaneous,¿Fue algo premeditado? // No; fue espontáneo.,"Was it something premeditated? // No, it was spontaneous."
3950,militante,nc,"member, militant",son militantes del movimiento por los derechos de los animales,they are activists in the animal rights movement
3951,útil,adj,useful,todo es útil y tiene una utilidad,everything is useful and serves a purpose
3952,divorcio,nm,divorce,el matrimonio y el divorcio son compromisos graves,marriage and divorce are serious commitments
3953,cubierta,nf,"covering, top, lid",un agujero en la cubierta del huevo permite la fusión celular,a hole in the covering of the egg permits cellular fusion
3954,honesto,adj,honest,"el médico había sido muy honesto, revelándole la verdad","the doctor had been very honest, telling her the truth"
3955,carencia,nf,"lack, shortage",hay falta de interés político y carencia de idealismo,there is a lack of political interest and a deficiency in idealism
3956,corporación,nf,corporation,establecen los reglamentos de la Corporación Deportiva Real,they establish the regulations for the Royal Sports Corporation
3957,extra,adj,extra,Este més recibí bastante ayuda extra de mis amigos.,This month I received a lot of extra help from my friends.
3958,divisar,v,"to distinguish, perceive","empiezo a divisar, y aun ver claramente lo que tengo delante de mí","I am beginning to distinguish, and even clearly see what I have in front of me"
3959,mejora,nf,improvement,es una mejora considerable en su nivel de vida,it is a considerable improvement in his standard of living
3960,prejuicio,nm,prejudice,no quiere provocarle un perjuicio contra nosotros,he didn’t want to bring harm to us
3961,consolar,v,to console,la consolaba la presencia de alguien a su lado,the presence of someone at her side consoled her
3962,adolescencia,nf,adolescence,"Puede ocurrir en la infancia, en la adolescencia o en la adultez.","It can occur in infancy, in adolescence, or in adulthood."
3963,órbita,nf,"orbit, socket, field",los satélites en órbita a una distancia de 36.000 kilómetros,"the satellites in orbit at a distance of 36,000 kilometers"
3964,espléndido,adj,"splendid, generous","el interior es espléndido, exquisito; es una verdadera joya del arte","the interior is splendid, exquisite; it is a true jewel of art"
3965,mutuo,adj,mutual,el propósito del matrimonio es el amor mutuo y la dedicación,the purpose of marriage is mutual love and dedication
3966,chupar,v,to suck,le dio de chupar unos pedacitos de caña de azúcar,she gave him a few pieces of sugar cane to suck on
3967,nudo,nm,knot,tenía un nudo en la garganta,I had a lump in my throat
3968,sobresalir,v,"to stand out, excel",están decididos a sobresalir y a vivir bien,they are determined to excel and live well
3969,sumir,v,"to sink, plunge","no podía sumirme en el dolor, porque a mi madre le dolía demasiado","I couldn’t immerse myself in pain, because it hurt my mother too much"
